release_month,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
May,1,FlyAnvil,tinyBuild,0,15,936,169,14,16,200000-500000,0
Aug,1,Iron 27,Iron 27,0,39,26,28,2,2,20000-50000,0
May,1,IllFonic,Gun Media,18,53,19663,8304,4823,4944,500000-1000000,15.49
Apr,1,Spearhead Games,Spearhead Games,0,37,4138,609,272,303,1000000-2000000,10.99
Feb,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,0,7,218,37,325,332,200000-500000,0.9
May,1,Archetype Studios,Archetype Studios,0,0,423,353,67,67,100000-200000,0
Feb,1,Digital Melody,Forever Entertainment S. A.,0,9,248,62,209,245,50000-100000,0.79
Mar,1,Badim,Badim,0,25,197,54,377,377,50000-100000,3.99
Feb,1,Badim,Badim,0,6,58,35,625,625,0-20000,1.99
Apr,1,Fallen Snow Studios,Sekai Project,0,13,795,71,1,1,100000-200000,0
May,1,Racing Bros,ANPA.US,0,1095,466,341,164,204,50000-100000,3.99
Feb,1,YFC games,YFC games,0,23,169,141,1,1,100000-200000,0
Mar,1,TinyAtomGames,TinyAtomGames,0,9,18,9,217,217,20000-50000,4.79
Feb,1,Freedomize Studio,Freedomize Studio,0,0,936,165,193,233,100000-200000,0.79
Mar,1,Baroque Decay,Baroque Decay,0,32,728,37,220,439,50000-100000,7.19
May,1,Funcom,Funcom,18,25,22001,9594,4431,5167,500000-1000000,33.99
Feb,1,Stegersaurus Software Inc.,Stegersaurus Software Inc.,0,9,168,23,257,257,20000-50000,5.19
Mar,1,KROBON station;Vaka Game Magazine,Degica;Vaka Game Magazine,0,30,181,11,272,272,0-20000,6.99
Sep,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0,18,196,144,27,27,50000-100000,9.99
Mar,1,Coolhand Interactive,LucasArts;Lucasfilm;Disney Interactive,0,0,355,67,8,8,200000-500000,4.79
Mar,1,Immortal Game Studio,Immortal Game Studio,0,16,145,38,223,223,20000-50000,2.89
Aug,1,Above and Beyond Technologies,Above and Beyond Technologies,0,45,806,978,148,148,50000-100000,6.99
Jul,1,Tokyo RPG Factory,Square Enix,0,50,848,310,1136,1136,50000-100000,29.99
Feb,1,DNVR Prod,DNVR Prod,0,48,1932,814,51,51,100000-200000,1.99
Feb,1,TeamWaterFly,TeamWaterFly,0,0,13,28,388,402,100000-200000,0.79
Jun,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",0,10,289,37,331,331,100000-200000,6.99
Jul,1,WeMade,Nexon America,0,0,5306,2741,1859,145,1000000-2000000,0
Sep,1,Zen Studios,Zen Studios,0,98,768,202,145,239,100000-200000,0
Feb,1,Creative Storm Entertainment,Creative Storm Entertainment,0,25,436,117,383,383,50000-100000,6.99
May,1,Pixel Titans,Devolver Digital,0,36,1235,487,181,181,200000-500000,11.39
Jun,1,Bad Pixel,Bad Pixel,0,157,256,212,7,7,100000-200000,0
Nov,1,Obsidian Entertainment;My.com,My.com,0,0,495,332,276,276,100000-200000,0
Mar,1,Mårten Jonsson;JMJ Interactive,AGM PLAYISM,0,29,48,8,162,162,0-20000,2.89
Jul,1,Aist,Beatshapers;Digerati Distribution,0,11,33,39,217,217,20000-50000,4.99
Apr,1,LWNA,LWNA,0,5,1513,546,20,20,200000-500000,0
Apr,1,Trazzy Entertainment,Trazzy Entertainment,0,0,19,10,263,274,20000-50000,0.79
Aug,1,Weappy Studio,THQ Nordic,0,10,5315,1096,198,311,500000-1000000,13.99
Mar,1,Hollow Ponds,Hollow Ponds,0,22,110,48,11,18,50000-100000,10.99
Mar,1,Nikolai Patrakov,RenPen,0,0,186,429,326,376,200000-500000,2.79
May,1,Evil Mojo Games,Hi-Rez Studios,0,58,169580,32407,1595,407,10000000-20000000,0
Feb,1,Rooted Concepts,Rooted Concepts,0,11,93,66,294,294,50000-100000,0.79
Nov,1,Wargaming Group Limited,Wargaming Group Limited,0,0,14069,5988,5046,383,2000000-5000000,0
Feb,1,Just1337 Studio,Just1337 Publisher,0,32,398,190,164,175,100000-200000,4.99
Feb,1,Quiet River,Quiet River,0,19,235,125,338,566,50000-100000,0.79
Mar,1,Creobit,8Floor,0,18,98,19,211,219,20000-50000,3.99
Feb,1,Vorobiov Vadym,Bitlock Studio,0,0,27,33,220,211,100000-200000,0.79
Feb,1,Mihai Morosanu,New Reality Games,0,0,278,119,233,241,200000-500000,1.59
Dec,1,exagongames,New Reality Games,0,0,276,107,256,264,200000-500000,3.99
Apr,1,Lisa Voronova,Lisa Voronova,0,27,86,23,238,272,20000-50000,1.59
Apr,1,Ninja Kiwi,Ninja Kiwi,0,16,6486,1227,526,304,1000000-2000000,0
Sep,1,Forthright Entertainment,Forthright Entertainment,0,1,65,37,243,243,20000-50000,19.49
Apr,1,Jonathan BRASSAUD,Jonathan BRASSAUD,0,10,206,100,288,319,100000-200000,4.79
Mar,1,Dreadlocks Mobile;Silicon Jelly,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.,0,57,311,22,87,87,50000-100000,0
Apr,1,Daniil Hasanov,Dagestan Technology,0,0,105,211,233,224,200000-500000,3.19
Aug,1,Fun Sponge Games,Missing Link Games,0,12,162,92,29,29,20000-50000,1.69
Feb,1,Walter Machado,Walter Machado,0,8,205,21,151,151,20000-50000,0.79
Mar,1,Dingo Games,Dingo Games,0,25,215,25,435,435,20000-50000,4.79
Apr,1,Lemonsucker Games,Lemonsucker Games,0,5,686,164,1,1,100000-200000,0
Feb,1,Targon Studios,Aaron Legault,0,0,28,9,179,179,20000-50000,1.99
Jan,1,Boxelware,Boxelware,0,55,3190,398,3584,4993,100000-200000,13.59
Mar,1,SmoleVN,SmoleVN,16,10,735,164,4,4,100000-200000,0
Feb,1,DR Studios,505 Games,0,0,366,388,10,10,200000-500000,0
May,1,Contingent99,Contingent99,0,19,3990,535,386,462,200000-500000,12.39
Mar,1,Minskworks,Excalibur Games,0,23,3723,1172,283,381,100000-200000,10.99
May,1,Ninja Robot Dinosaur,Ninja Robot Dinosaur,0,36,208,42,121,121,0-20000,10.99
Feb,1,"Valkyrie Entertainment, LLC","PlayStation Mobile, Inc.",0,21,1637,940,160,76,500000-1000000,0
Mar,1,TrerPlay,TrerPlay,0,10,316,59,221,257,50000-100000,3.99
Apr,1,"Acceleroto, Inc.","Acceleroto, Inc.",0,0,481,50,122,122,100000-200000,14.99
Mar,1,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,0,10,234,26,335,347,100000-200000,0.9
Mar,1,Artem Bondin,Artem Bondin,0,0,70,98,264,264,50000-100000,0.79
Nov,1,Urban Games,Good Shepherd Entertainment,0,53,4418,1266,849,858,200000-500000,26.99
Feb,1,Splashteam,Dear Villagers,0,47,567,37,22,22,20000-50000,10.99
Oct,1,Giants Software,Focus Home Interactive,0,17,11211,1025,4377,6403,500000-1000000,15.99
Nov,1,Ubisoft,Ubisoft,0,0,20905,5366,1231,1342,500000-1000000,49.99
Feb,1,Dim Bulb Games;Serenity Forge,Good Shepherd Entertainment,0,38,279,50,29,29,0-20000,14.99
Apr,1,IKEA Communications AB,IKEA Communications AB,0,0,194,70,8,8,200000-500000,0
Jun,1,Sukeban Games,Ysbryd Games;AGM PLAYISM,0,34,12348,294,746,667,200000-500000,10.99
Mar,1,New World Interactive,New World Interactive,0,97,14349,3169,3902,7455,500000-1000000,11.39
Mar,1,Labory,Labory,0,0,340,341,178,270,200000-500000,0.79
Feb,1,Nawia Games,Forever Entertainment S. A.,0,30,517,95,294,317,100000-200000,3.99
Sep,1,Retraissance,New Reality Games,0,0,13,11,271,273,100000-200000,0.79
May,1,BrineTeam,BrineTeam,0,0,106,280,120,238,100000-200000,2.79
Oct,1,Fun Infused Games,Fun Infused Games,0,11,84,7,221,267,20000-50000,1.59
Mar,1,Riviysky,Riviysky,0,0,79,19,243,276,50000-100000,3.99
Mar,1,MMEU,Forever Entertainment S. A.,0,11,151,122,222,335,50000-100000,3.99
Mar,1,Luke Godfrey,Luke Godfrey,0,17,29,3,208,208,0-20000,1.59
Mar,1,Panzer Gaming Studios,Panzer Gaming Studios,0,0,9,17,250,260,20000-50000,11.39
Mar,1,Microblast Games,Microblast Games,0,19,354,258,227,269,200000-500000,0.79
Oct,1,Nuked Games,Siberian Digital,0,8,133,62,232,241,100000-200000,3.19
Apr,1,Igrodelsky,Siberian Digital,0,5,114,87,232,264,200000-500000,3.19
Apr,1,Owlchemy Labs,Owlchemy Labs,0,11,1219,189,102,102,200000-500000,15.49
May,1,varlamov5264,varlamov5264,0,0,137,48,12,12,50000-100000,0
Mar,1,Peace,Peace,0,0,112,78,193,204,100000-200000,3.19
May,1,Proximity Games,Proximity Games,0,16,218,157,261,304,100000-200000,1.69
Mar,1,Sometimes You,Sometimes You,0,6,154,124,344,368,200000-500000,0.79
Aug,1,Ghost Town Games Ltd.,Team17 Digital Ltd,0,12,6653,650,152,91,500000-1000000,12.99
Mar,1,17Studio,17Studio,0,0,87,37,284,297,50000-100000,1.69
Mar,1,Sekerin Productions,New Reality Games,0,10,41,69,253,271,200000-500000,1.59
Mar,1,CharlieH,CharlieH;Atriagames,0,10,433,253,238,245,200000-500000,0.79
Aug,1,Talentplace,KishMish Games,0,0,1045,318,320,302,200000-500000,0.79
Mar,1,XiNFiNiTY Games,OtakuMaker SARL,0,25,27,16,204,204,20000-50000,1.99
Mar,1,Colossal Wreck,Colossal Wreck,0,0,75,23,215,218,20000-50000,1.99
May,1,"Revival Productions, LLC","Revival Productions, LLC",0,50,914,39,196,196,20000-50000,23.79
Apr,1,BrainGoodGames,BrainGoodGames,0,15,69,16,192,192,0-20000,6.99
Jun,1,Riviysky,Riviysky,0,0,60,78,292,303,20000-50000,0.79
Mar,1,For All To Play,For All To Play,0,0,126,42,1,1,50000-100000,0
Mar,1,Wholetone Games,Wholetone Games,0,0,1043,201,196,307,100000-200000,0
Mar,1,Vertical Skull Games,Vertical Skull Games,0,15,113,25,23,23,0-20000,0.79
Mar,1,Diego Rodrigues,Diego Rodrigues,0,8,10,5,259,266,20000-50000,2.89
May,1,treeform,treeform,0,0,1899,276,20,31,200000-500000,0
May,1,Jerzie;Creobit,8Floor,0,23,51,2,257,290,20000-50000,3.99
Mar,1,Blazing Fanfish,Back To Basics Gaming,0,0,172,124,214,219,200000-500000,0.79
Jun,1,Retro Army Limited,Retro Army Limited,0,12,311,64,241,241,20000-50000,3.99
Apr,1,RMAL,SouKing,0,100,639,386,252,245,200000-500000,0.79
May,1,Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,18,155,44,137,138,50000-100000,3.19
Mar,1,Rainbow Games,Rainbow Games,0,0,24,13,224,237,20000-50000,2.79
Aug,1,WolfgangIs,WolfgangIs,0,15,404,102,284,292,200000-500000,2.89
Mar,1,K Bros Games,K Bros Games,0,22,3256,459,350,369,200000-500000,0.79
Dec,1,Alice & Smith,Alice & Smith,0,11,147,16,352,352,20000-50000,3.99
Apr,1,Cleverweek,Cleverweek,0,4,121,26,215,229,100000-200000,1.99
Aug,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",18,43,2501,479,2492,3729,100000-200000,49.99
Mar,1,WTFOMGames,WTFOMGames,0,0,17,46,396,410,100000-200000,2.89
Dec,1,Thing Trunk,Thing Trunk,0,202,5312,389,124,124,200000-500000,19.99
Jun,1,Jetdogs Studios,Jetdogs Studios,0,15,159,44,342,342,50000-100000,3.99
Mar,1,Bookmark Games;HexWar Games,HexWar Games,0,13,22,18,444,444,0-20000,6.99
Apr,1,Valve,Valve,0,0,2926,145,95,127,500000-1000000,0
Apr,1,RUST LTD.,RUST LTD.,0,1,3054,99,568,568,200000-500000,14.99
Mar,1,Jaison Robson Gusava;SC Jogos,SC Jogos,0,25,38,42,411,411,20000-50000,0.79
May,1,SC Jogos,SC Jogos,0,3,201,140,413,413,20000-50000,0.79
Mar,1,Doragon Entertainment,Doragon Entertainment,0,24,108,13,92,92,20000-50000,6.99
Oct,1,Airship Syndicate,THQ Nordic,0,48,2987,375,1387,1387,200000-500000,24.99
Oct,1,Code Horizon,Code Horizon;PlayWay S.A.,0,42,3176,1787,227,227,200000-500000,15.49
Mar,1,Rainbow Games,Rainbow Games,0,0,13,6,214,224,0-20000,2.79
Feb,1,Fenrisulfr Ruin1990,Fenrisulfr  ZLeaf,0,0,22,5,13,13,0-20000,0
Oct,1,Play Publishing,Play Publishing,0,0,24,27,513,513,0-20000,1.59
Jun,1,Studio Élan;Studio Coattails,Sekai Project,0,20,1207,67,537,767,200000-500000,10.29
Nov,1,IDEA FACTORY;COMPILE HEART;PREAPP PARTNERS,Idea Factory International,0,36,237,79,1,1,20000-50000,15.49
Mar,1,Studio48;Turykin Nikolay;Varlamov Anton,Studio48;Fomochkina Margarita,0,0,87,21,202,226,100000-200000,1.59
Mar,1,Alister Software,Back To Basics Gaming,0,45,360,137,201,215,200000-500000,0.79
May,1,Deadpan Games,The Yogscast,0,21,1389,192,435,435,100000-200000,6.99
Nov,1,Synapse Games,Kongregate,0,29,204,112,1,1,50000-100000,0
Aug,1,Innocent Grey,JAST USA,0,0,545,13,580,580,0-20000,14.99
Jul,1,FRENCH-BREAD,Arc System Works,0,53,652,45,568,568,20000-50000,22.99
Nov,1,Trinket Studios,Adult Swim Games,0,25,1025,34,242,356,20000-50000,15.49
Apr,1,"WaveVR, Inc.","WaveVR, Inc.",0,0,364,21,13,13,50000-100000,0
Nov,1,Texel Raptor,Texel Raptor,0,32,1827,173,401,620,100000-200000,23.79
Apr,1,Forever Entertainment S. A.,Forever Entertainment S. A.,0,25,197,41,290,323,50000-100000,4.79
May,1,epic dreams;diman production;nobodyshot,diman production,0,0,267,104,241,241,50000-100000,1.69
Mar,1,Date Nighto,Date Nighto,0,12,697,44,5,5,20000-50000,14.99
Oct,1,"Cygames, Inc.","Cygames, Inc.;Cygames Korea Inc.",0,0,5583,2008,4126,230,1000000-2000000,0
Apr,1,GDNomad,Infernal Dream,0,0,53,65,230,244,100000-200000,3.99
Apr,1,Mihai Morosanu,New Reality Games,0,0,72,188,240,229,200000-500000,0.79
Apr,1,Lee Sang,Sometimes You,0,11,184,90,217,225,200000-500000,1.99
Sep,1,Kazakov Oleg,Kazakov Oleg,0,21,134,60,215,227,50000-100000,0.79
Mar,1,Fifth Dimension Company,Fifth Dimension Company,0,12,185,154,347,354,200000-500000,1.69
Apr,1,Peace,Peace,0,0,59,86,198,203,100000-200000,3.19
May,1,Endless Loop Studios,Endless Loop Studios,0,45,760,177,127,127,50000-100000,1.99
Mar,1,David Mulder,David Mulder,0,0,17,16,283,275,50000-100000,1.59
May,1,Alexey Roenko,Alexey Roenko,0,51,375,108,773,773,20000-50000,2.79
Apr,1,Firehawk Studios,Firehawk Studios,0,5,433,345,232,252,50000-100000,3.99
Jun,1,Anea_Duo_Dev,Anea_Duo_Dev,0,9,134,69,243,241,50000-100000,1.99
May,1,Sergey Dovganovskiy,Back To Basics Gaming,0,0,111,126,200,206,200000-500000,0.79
Jul,1,Hybriona Labs,Hybriona Labs,0,12,66,19,446,447,20000-50000,5.19
Jun,1,1812 Productions (PC Port),1812 Productions,0,0,8,23,167,167,0-20000,1.99
Feb,1,GAME FREAK inc.,Rising Star Games,0,28,388,69,32,32,20000-50000,14.99
Apr,1,Trazzy Entertainment,Trazzy Entertainment,0,7,31,13,292,304,20000-50000,1.99
Nov,1,DiP Online,DiP Online,0,80,407,338,4,4,100000-200000,0
Oct,1,QLOC;DIMPS,BANDAI NAMCO Entertainment,0,61,9531,2495,3194,3175,200000-500000,39.99
Mar,1,DreamsSoftGames,DreamsSoftGames,0,0,25,23,233,256,20000-50000,2.79
May,1,Harotobira,Sometimes You,0,0,101,73,313,334,100000-200000,4.79
May,1,Stereo7 Games,Stereo7 Games,0,0,28,14,255,296,50000-100000,1.59
Apr,1,Panda Indie Studio,New Reality Games,0,17,361,66,223,229,200000-500000,0.79
Sep,1,X-Legend,Aeria Games,0,0,406,182,647,1066,100000-200000,0
Mar,1,Dagestan Technology,Dagestan Technology,0,5,251,502,211,217,200000-500000,3.19
Jan,1,Rebelephant,Merge Games,0,0,170,41,2,2,0-20000,10.29
Aug,1,Duang,juezhu,12,29,39,24,250,251,20000-50000,4.79
Mar,1,PokerStars Mobile Limited,PokerStars Mobile Limited,0,0,105,114,24,30,50000-100000,0
Oct,1,Blind Bird,Blind Bird,0,17,252,185,189,189,20000-50000,5.99
Jun,1,BANDAI NAMCO Studios Vancouver;Hipster Whale;3 Sprockets,BANDAI NAMCO Entertainment,0,10,811,81,54,86,100000-200000,3.99
Jan,1,Acuze Interactives,Displacement Studios,0,0,56,98,204,228,200000-500000,0.79
May,1,Spearhead Games,Spearhead Games,0,34,492,76,351,351,20000-50000,15.49
Mar,1,Factor 5;LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,470,195,127,127,200000-500000,7.19
Apr,1,irritatingFLY studio,irritatingFLY studio,0,0,49,40,266,266,20000-50000,0.79
May,1,Suncrash,Suncrash,0,57,914,182,1325,1325,50000-100000,15.49
Apr,1,Argali Entertainment,RunServer,0,23,218,24,578,578,0-20000,1.59
Mar,1,Heartomics,Heartomics,0,0,21,30,276,276,20000-50000,0.79
Nov,1,Defiant Development,Defiant Development,0,99,2446,378,303,303,100000-200000,23.79
Nov,1,Fireproof Games,Fireproof Games,0,10,1216,38,397,398,50000-100000,4.99
Apr,1,Forever Entertainment S. A.,Forever Entertainment S. A.,0,16,134,50,260,260,50000-100000,3.99
May,1,Klei Entertainment,Klei Entertainment,0,2,16797,1205,2115,1072,500000-1000000,18.99
Jul,1,Pine Studio,Headup,0,30,1017,51,340,353,50000-100000,10.99
Oct,1,Cruderocks,Cruderocks,0,59,2012,1932,324,150,1000000-2000000,0
Apr,1,Bossa Studios,Bossa Studios,0,0,157,47,10,14,200000-500000,0
Sep,1,GK,GK;AEY Inc.,0,0,491,183,151,183,200000-500000,3.19
Apr,1,Russpuppy,Russpuppy,0,15,204,32,4,4,0-20000,2.79
Apr,1,Afterthought Studios,Afterthought Studios,0,4,171,24,273,273,50000-100000,1.59
Apr,1,"Bigscreen, Inc.","Bigscreen, Inc.",0,0,975,127,153,155,200000-500000,0
Oct,1,Fossil Games,Fossil Games,0,0,175,19,204,400,20000-50000,2.09
Mar,1,Stephen Long,Stephen Long,0,0,149,44,7,7,20000-50000,0.79
Oct,1,Funtime,Subagames,0,0,153,125,1970,3898,50000-100000,0
Apr,1,Astronomic Games,New Reality Games,0,41,78,44,239,244,200000-500000,2.79
May,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu,0,13,137,38,5,9,20000-50000,10.99
Apr,1,"Alzan Studios, LLC","Alzan Studios, LLC",0,14,607,60,162,162,50000-100000,10.99
Apr,1,Casualogic,Casualogic,0,36,19,14,25,25,20000-50000,4.99
Jan,1,Eendhoorn Games,Eendhoorn Games,0,15,34,3,26,26,0-20000,7.19
Apr,1,Organic 2 Digital Studio,Artifex Mundi,0,24,162,21,214,214,50000-100000,6.99
Apr,1,Lorenzo Games;Michael L. Fiorentino Gutierrez,Lorenzo Games;Michael L. Fiorentino Gutierrez,0,6,86,138,155,155,20000-50000,15.49
Jun,1,Gamious,Gamious,0,26,58,7,225,225,0-20000,3.99
Apr,1,KxONE;Andrew Drumov;starmops,Bitlock Studio,0,300,62,38,208,213,100000-200000,0.79
Nov,1,Squeaky Wheel,Positech Games,0,28,84,30,454,454,0-20000,10.99
Jul,1,Ironhide Game Studio,Ironhide Game Studio,0,84,2504,109,342,344,100000-200000,6.99
Aug,1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",0,51,389,67,137,137,20000-50000,14.99
Dec,1,Watercress Studios,Watercress Studios,0,0,199,7,1,1,0-20000,0
Oct,1,Rusty Knights,Siberian Digital,0,0,58,99,237,262,100000-200000,3.19
Apr,1,John Wizard,John Wizard,0,0,30,23,219,219,20000-50000,3.99
Apr,1,Alexandr Kataev,Jack Twin,0,0,95,49,229,238,50000-100000,3.19
Apr,1,Ensemble Studios;Behaviour Interactive;343 Industries,Microsoft Studios,0,75,2471,374,497,570,200000-500000,15.99
Nov,1,Fedor Votrin,Fedor Votrin,0,0,6,3,394,394,0-20000,4.99
Oct,1,Sad Panda Studios,Sad Panda Studios,0,24,7239,982,2735,3707,500000-1000000,0
Jul,1,Play Cute,JoyBits Ltd.,0,26,602,65,2,2,50000-100000,0
Jul,1,Idea Factory;Compile Heart,Idea Factory International,0,35,2357,103,656,1058,100000-200000,23.79
May,1,Frontwing,Frontwing USA,0,0,223,21,2,2,0-20000,1.99
Jul,1,Insomniac Games,GameTrust Games,0,10,507,108,306,306,50000-100000,10.99
Apr,1,PlatinumGames,SEGA,18,50,8866,843,232,180,500000-1000000,14.99
May,1,PlatinumGames;Little Stone Software,SEGA,18,50,2360,327,490,510,200000-500000,14.99
Apr,1,phime studio LLC,phime studio LLC,0,17,96,23,189,257,20000-50000,3.99
Dec,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,0,0,7802,2603,724,602,500000-1000000,25.99
Mar,1,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,Ubisoft,0,0,26547,9944,1987,1242,1000000-2000000,41.99
Jun,1,Homegrown Games,Homegrown Games - a HRMC Label,0,0,29,18,306,306,0-20000,3.99
Apr,1,Askiisoft,Devolver Digital,0,19,1848,44,211,229,50000-100000,11.39
May,1,Pilgrim Adventures,GrabTheGames;WhisperGames,0,53,273,41,224,258,50000-100000,1.99
Apr,1,MGP Studios,Forever Entertainment S. A.,0,16,181,45,211,312,50000-100000,0.79
May,1,Jonathan Mulcahy,Jonathan Mulcahy,0,22,22,12,2,2,0-20000,1.59
Apr,1,Freshtrax,Freshtrax,0,0,322,311,346,414,100000-200000,0.79
Apr,1,Kastriot Sulejmani;Logan Gerrol,KasSanity,0,124,159,18,316,316,20000-50000,2.09
May,1,Warfare Studios,Warfare Studios,0,0,17,12,128,128,0-20000,3.99
Jan,1,Rafael Senne,Paperdog Games,0,6,14,12,149,271,20000-50000,1.99
Jul,1,Broken Arms Games Pty Ltd,Broken Arms Games Pty Ltd,0,17,59,42,203,203,0-20000,1.99
Apr,1,The_Kiddy,The_Kiddy,0,0,85,108,257,273,100000-200000,3.99
Aug,1,Blind Sky Studios,Blind Sky Studios,0,5,4600,249,21233,31845,200000-500000,0
May,1,Chandler Rounsley,Chandler Rounsley,0,9,659,112,278,278,200000-500000,0.79
May,1,Vasiliy Kostin,Siberian Digital,0,0,175,26,244,271,100000-200000,3.19
Jul,1,PowPow,Siberian Digital,0,28,227,112,310,320,100000-200000,3.19
Jan,1,Dosane Games,Akim Games,0,6,244,120,278,338,100000-200000,0.79
Apr,1,Specter Game Studios,Specter Game Studios,0,11,86,36,6,7,50000-100000,0
Aug,1,Herrero Games,Herrero Games,0,13,45,16,241,241,20000-50000,2.09
Apr,1,Michal Pawlowski,Hamster On Coke Games,0,1,2325,100,133,133,100000-200000,0.79
Apr,1,EJRGames,EJRGames,0,23,50,21,295,295,50000-100000,6.99
May,1,Atum Software,Sometimes You,0,27,92,75,321,331,200000-500000,1.99
Apr,1,Outlands,Sometimes You,0,0,243,124,191,200,200000-500000,0.79
May,1,Panoramik Inc,Panoramik Inc,0,58,2082,600,89,138,500000-1000000,0
Mar,1,Pixel Crow,11 bit studios,0,32,1560,323,65,65,100000-200000,11.49
Apr,1,Riviysky,Riviysky,0,0,360,132,202,226,200000-500000,0.79
Apr,1,89AM Studio,89AM Studio,0,0,21,49,368,368,50000-100000,3.99
Jan,1,EfimovMax,EfimovMax,0,32,380,104,301,328,200000-500000,3.19
Apr,1,EnsenaSoft,EnsenaSoft,0,0,57,28,235,241,50000-100000,2.89
Jun,1,ZeroBit Games,Ocean Media LLC,0,0,3,2,387,397,20000-50000,3.99
Apr,1,"Reailty Smash, Inc.","Reality Smash, Inc.",0,33,43,7,89,89,0-20000,3.99
Apr,1,Lonely Troops,Lonely Troops,0,22,41,22,204,204,20000-50000,2.79
Jul,1,Supergiant Games,Supergiant Games,0,51,4306,452,257,477,200000-500000,15.49
Nov,1,KAIKO;Vigil Games,THQ Nordic,0,43,5250,933,326,187,1000000-2000000,19.99
Aug,1,Hyper Hippo Games,Hyper Hippo Games,0,0,2493,1149,261,93,500000-1000000,0
Apr,1,GrabTheGames Studios,GrabTheGames,0,14,330,170,1529,2777,100000-200000,1.59
Jul,1,VisualArts/Key,VisualArts,0,27,240,12,280,280,20000-50000,14.99
Apr,1,Wang Liwen,Wang Liwen,0,0,100,53,267,273,50000-100000,5.19
Feb,1,Zetsubou,Unwonted Studios,0,0,104,12,7,7,20000-50000,0
Apr,1,Tonguç Bodur,Tonguç Bodur,0,7,152,93,319,319,0-20000,1.59
Apr,1,Hipix Studio,Dagestan Technology,0,0,73,74,255,273,100000-200000,3.19
Apr,1,Paper Pirates;Sokolab,Dagestan Technology,0,0,69,138,297,254,200000-500000,3.19
May,1,Nikita Nefedov,Sometimes You,0,0,82,55,223,216,200000-500000,1.99
Jun,1,Ethrea Dreams,Sometimes You,0,0,237,84,215,217,100000-200000,0.79
May,1,Noclip,HypeTrain Digital,0,7,1704,246,673,193,200000-500000,1.99
May,1,Herrero Games,Herrero Games,0,16,81,26,206,206,100000-200000,0
Apr,1,Lapovich,New Reality Games,0,0,795,144,224,224,200000-500000,0.79
May,1,Robert Alvarez,New Reality Games,0,18,329,101,234,240,200000-500000,0.79
Apr,1,IndieKeep Games,NedoStudio,0,6,26,10,242,242,20000-50000,0.79
Nov,1,SkyReacher Entertainment,SkyReacher Entertainment,0,0,35,45,9,9,20000-50000,0
Jun,1,@unepic_fran,@unepic_fran,0,119,1364,100,11,11,50000-100000,9.99
Jul,1,Lunisky studio,Cubic Pie,0,26,67,47,122,122,20000-50000,3.99
Dec,1,Slug Disco Studios,Slug Disco Studios,0,0,1117,107,863,863,50000-100000,15.99
Jun,1,dobro_slon,Atriagames,0,0,129,41,251,296,50000-100000,1.99
Mar,1,Blackturn Ltd,Blackturn Ltd,0,30,23,18,399,399,20000-50000,0
Apr,1,Evermore Game Studios,Sometimes You,0,0,81,38,206,217,200000-500000,0.79
May,1,Villainous  Games,Forever Entertainment S. A.,0,11,370,32,103,117,50000-100000,3.99
Sep,1,Reikon Games,Devolver Digital,0,33,5278,543,191,209,200000-500000,14.99
May,1,Pixelated Milk,Klabater,0,49,219,48,1937,1937,20000-50000,15.49
Nov,1,Microids,Microids,0,40,800,822,1302,1523,100000-200000,23.79
Nov,1,Screeps,Screeps,0,0,736,97,38805,38805,20000-50000,10.99
Sep,1,Bird in Sky,Crunchy Leaf Games,0,39,722,32,17,17,20000-50000,10.99
Oct,1,"CAVE Interactive CO.,LTD.",Degica,0,100,410,16,51,51,20000-50000,22.99
Apr,1,2D Heroes;Ursa Games,2D Heroes,0,0,14,6,5,5,0-20000,0.79
Apr,1,Kokua Games,Kokua Games,0,9,152,177,16,31,100000-200000,0
Apr,1,André Bertaglia,André Bertaglia,0,0,68,130,235,248,100000-200000,1.69
Jun,1,インレ;Inre,NextNinja,0,0,767,103,240,453,200000-500000,0
Mar,1,Haemimont Games,Paradox Interactive,0,60,3942,1608,2454,2720,200000-500000,26.99
Jul,1,Jon Tiburzi;Ben Harvey;Philip Gibbons;Marc Cuva,Sometimes You,0,4,225,24,227,232,200000-500000,1.99
Sep,1,Aivaras Klimas,Michael Jendryssek,0,140,126,8,40,40,0-20000,7.19
Sep,1,Steel Wool Studios,Steel Wool Studios,0,0,34,9,37,37,0-20000,5.59
